n_trivially_balanced,n_trivial_pairs,n_concordance_modules,n_unbounded_pairs,validation_passed,concordance_tolerance,n_total_optimizations,n_other_error_pairs,n_balanced,n_numerical_error_pairs,balanced_threshold,cv_epsilon,n_metabolites,batch_size,n_concordant_inferred,sample_size,n_trivially_balanced_complexes,n_candidate_pairs,n_burnin,n_resource_limit_pairs,use_unidirectional_constraints,filename,batches_completed,elapsed_time,n_balanced_complexes,n_trivially_concordant,n_complexes,batch_results_concordant_count,model_name,use_transitivity,cv_threshold,n_balanced_total,n_concordant_found,n_infeasible_pairs,n_workers,n_non_concordant_pairs,n_timeout_pairs,n_infeasible_or_unbounded_pairs,objective_bound,n_candidates_skipped_by_transitivity,min_valid_samples,n_concordant_opt,n_reactions,seed,n_chains,n_concordant_total,id,old_species_id,Species name,Common synonym,Major clade,Family,Genus,Strain sequenced,NRRL,CBS,JCM,Other collection/strain ID,Genome accession,Resouce,Strain status,Type species,No. contigs/scaffolds,No. genes,Coverage,Assembly size,N50,GC%,Heterozygosity,CUG usage,BUSCO Complete,BUSCO Duplicated,BUSCO Fragmented,BUSCO Missing,Reference,Note
99,705,548,0,True,0.01,5180,35,104,0,1e-08,1e-16,1470,100000,6620,1000,99,2243,50,0,False,kinetic_results_Metschnikowia_aberdeeniae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,155.8147530555725,104,705,3975,851,Metschnikowia_aberdeeniae,True,0.01,104,6766,0,63,1392,0,0,none,91,10,851,3394,42,1,7471,139.0,Metschnikowia_aberdeeniae,Metschnikowia aberdeeniae,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,SUB 05-213.1,Y-27921,10289.0,,SUB 05-213.1,NCBI,Public,Type,No,191.0,4807.0,Unknown,10656682.0,895266.0,48.53,Unknown,Ser,1674.0,3.0,62.0,20.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
97,746,541,0,True,0.01,4654,30,101,0,1e-08,1e-16,1515,100000,6563,1000,97,2077,50,0,False,kinetic_results_Metschnikowia_arizonensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,186.084774017334,101,746,4068,849,Metschnikowia_arizonensis,True,0.01,101,6666,0,63,1228,0,0,none,103,10,849,3499,42,1,7412,140.0,Metschnikowia_arizonensis,Metschnikowia arizonensis,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,UWOPS 99-103.4,,,,UWOPS 99-103.4,NCBI,Public,Allotype,No,1012.0,5892.0,Unknown,16205179.0,82625.0,41.67,Unknown,Ser,1657.0,6.0,73.0,23.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
95,776,553,0,True,0.01,5184,36,99,0,1e-08,1e-16,1525,100000,7391,1000,95,2349,50,0,False,kinetic_results_Metschnikowia_bicuspidata_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,153.49720788002014,99,776,3964,943,Metschnikowia_bicuspidata,True,0.01,99,7558,0,63,1406,0,0,none,104,10,943,3428,42,1,8334,141.0,Metschnikowia_bicuspidata,Metschnikowia bicuspidata var. bicuspidata,Metschinikowia bicuspidata,CUG-Ser1,Metschnikowiaceae,Metschnikowia,NRRL YB-4993,YB-4993,,,,JGI,Public,Type,Yes,48.0,5241.0,Unknown,16055203.0,2544904.0,47.85,Unknown,Ser,1648.0,9.0,78.0,24.0,"Riley R, et al. Comparative genomics of biotechnologically important yeasts. Proc Natl Acad Sci USA 113:9882-7 (2016).",
101,738,483,0,True,0.01,4472,34,105,0,1e-08,1e-16,1498,100000,6614,1000,101,2064,50,0,False,kinetic_results_Metschnikowia_borealis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,152.45325303077698,105,738,4020,785,Metschnikowia_borealis,True,0.01,105,6661,0,63,1279,0,0,none,37,10,785,3466,42,1,7399,142.0,Metschnikowia_borealis,Metschnikowia borealis,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,SUB 99-207.1,,,,SUB 99-207.1,NCBI,Public,Reference,No,839.0,6574.0,Unknown,20333103.0,59745.0,43.08,Unknown,Ser,1631.0,6.0,90.0,32.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
99,752,524,0,True,0.01,4716,46,104,0,1e-08,1e-16,1516,100000,6830,1000,99,2134,50,0,False,kinetic_results_Metschnikowia_bowlesiae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,152.03171801567078,104,752,3954,855,Metschnikowia_bowlesiae,True,0.01,104,6933,1,63,1279,0,0,none,63,10,855,3420,42,1,7685,143.0,Metschnikowia_bowlesiae,Metschnikowia bowlesiae,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,UWOPS 12-619.1,Y-63670,12939.0,,UWOPS 12-619.1,NCBI,Public,Allotype,No,2171.0,5826.0,Unknown,17200370.0,126950.0,48.58,Unknown,Ser,1650.0,6.0,82.0,21.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
100,792,512,0,True,0.01,5158,29,104,0,1e-08,1e-16,1581,100000,7387,1000,100,2417,50,0,False,kinetic_results_Metschnikowia_cerradonensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,176.681058883667,104,792,4221,858,Metschnikowia_cerradonensis,True,0.01,104,7453,1,63,1559,0,0,none,105,10,858,3616,42,1,8245,144.0,Metschnikowia_cerradonensis,Metschnikowia cerradonensis,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,UFMG 03-T67.1,,,,UFMG 03-T67.1,NCBI,Public,Type,No,2263.0,6801.0,Unknown,20697184.0,67917.0,42.89,Unknown,Ser,1666.0,6.0,67.0,20.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
98,741,521,0,True,0.01,4734,40,102,0,1e-08,1e-16,1510,100000,6371,1000,98,2110,50,0,False,kinetic_results_Metschnikowia_continentalis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,159.22145009040833,102,741,4053,903,Metschnikowia_continentalis,True,0.01,102,6533,0,63,1207,0,0,none,56,10,903,3482,42,1,7274,145.0,Metschnikowia_continentalis,Metschnikowia continentalis,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,UWOPS 95-402.1,,,,UWOPS 95-402.1,NCBI,Public,Reference,No,802.0,6668.0,Unknown,21835504.0,68808.0,42.33,Unknown,Ser,1669.0,7.0,64.0,19.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
96,746,506,0,True,0.01,4264,15,100,0,1e-08,1e-16,1502,100000,6368,1000,96,1939,50,0,False,kinetic_results_Metschnikowia_dekortum_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,147.3149311542511,100,746,3924,852,Metschnikowia_dekortum,True,0.01,100,6474,0,63,1087,0,0,none,98,10,852,3413,42,1,7220,146.0,Metschnikowia_dekortum,Metschnikowia dekortorum,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,UWOPS 01-142b3,,,,UWOPS 01-142b3,NCBI,Public,Type,No,159.0,5408.0,Unknown,16312347.0,533934.0,48.73,Unknown,Ser,1660.0,7.0,72.0,20.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
97,747,539,0,True,0.01,5544,34,101,0,1e-08,1e-16,1515,100000,6989,1000,97,2409,50,0,False,kinetic_results_Metschnikowia_drakensbergensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,193.857313156128,101,747,4071,966,Metschnikowia_drakensbergensis,True,0.01,101,7208,0,63,1443,0,0,none,101,10,966,3482,42,1,7955,147.0,Metschnikowia_drakensbergensis,Metschnikowia drakensbergensis,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,EBD-CdVSA10-2A,,,,EBD-CdVSA10-2A,NCBI,Public,Allotype,No,564.0,5078.0,Unknown,11870191.0,439824.0,48.2,Unknown,Ser,1674.0,3.0,62.0,20.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
97,726,557,0,True,0.01,5114,38,101,0,1e-08,1e-16,1466,100000,6747,1000,97,2214,50,0,False,kinetic_results_Metschnikowia_hamakuensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,146.96227407455444,101,726,3835,911,Metschnikowia_hamakuensis,True,0.01,101,6932,0,63,1303,0,0,none,111,10,911,3309,42,1,7658,148.0,Metschnikowia_hamakuensis,Metschnikowia hamakuensis,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,UWOPS 04-199.1,,,,UWOPS 04-199.1,NCBI,Public,Reference,No,2097.0,6342.0,Unknown,18740519.0,73869.0,43.9,Unknown,Ser,1655.0,5.0,78.0,21.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
98,748,506,0,True,0.01,4704,26,102,0,1e-08,1e-16,1496,100000,6912,1000,98,2179,50,0,False,kinetic_results_Metschnikowia_hawaiiensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,151.54768586158752,102,748,3883,895,Metschnikowia_hawaiiensis,True,0.01,102,7059,0,63,1284,0,0,none,66,10,895,3348,42,1,7807,149.0,Metschnikowia_hawaiiensis,Metschnikowia hawaiiensis,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,UWOPS 87-2203.2,,,,UWOPS 87-2203.2,NCBI,Public,Allotype,No,1714.0,6220.0,Unknown,18362991.0,100011.0,44.5,Unknown,Ser,1658.0,7.0,71.0,23.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
97,750,565,0,True,0.01,5280,28,101,0,1e-08,1e-16,1521,100000,6909,1000,97,2323,50,0,False,kinetic_results_Metschnikowia_hibisci_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,160.98420786857605,101,750,4086,970,Metschnikowia_hibisci,True,0.01,101,7129,0,63,1353,0,0,none,93,10,970,3494,42,1,7879,150.0,Metschnikowia_hibisci,Metschnikowia hibisci,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,UWOPS 95-797.2,,,,UWOPS 95-797.2,NCBI,Public,Type,No,86.0,5119.0,Unknown,11317242.0,934225.0,42.18,Unknown,Ser,1664.0,4.0,69.0,22.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
96,781,593,0,True,0.01,5684,42,102,0,1e-08,1e-16,1565,100000,6942,1000,96,2493,50,0,False,kinetic_results_Metschnikowia_ipomoeae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,171.68062210083008,102,781,4199,1115,Metschnikowia_ipomoeae,True,0.01,102,7276,0,63,1378,0,0,none,36,10,1115,3582,42,1,8057,151.0,Metschnikowia_ipomoeae,Metschnikowia ipomoeae,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,UWOPS 99-324.1,,,,UWOPS 99-324.1,NCBI,Public,Reference,No,549.0,6107.0,Unknown,18900759.0,93808.0,43.58,Unknown,Ser,1662.0,5.0,74.0,18.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
99,751,591,0,True,0.01,5112,35,103,0,1e-08,1e-16,1531,100000,6862,1000,99,2207,50,0,False,kinetic_results_Metschnikowia_kamakouana_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,174.01447010040283,103,751,4109,958,Metschnikowia_kamakouana,True,0.01,103,7069,0,63,1249,0,0,none,57,10,958,3530,42,1,7820,152.0,Metschnikowia_kamakouana,Metschnikowia kamakouana,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,UWOPS 04-112.5,,,,UWOPS 04-112.5,NCBI,Public,Type,No,235.0,5586.0,Unknown,15649791.0,431929.0,44.83,Unknown,Ser,1676.0,4.0,62.0,17.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
96,738,475,0,True,0.01,3920,34,100,0,1e-08,1e-16,1504,100000,6719,1000,96,1864,50,0,False,kinetic_results_Metschnikowia_kipukae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,152.27000308036804,100,738,4047,799,Metschnikowia_kipukae,True,0.01,100,6780,0,63,1065,0,0,none,70,10,799,3478,42,1,7518,153.0,Metschnikowia_kipukae,Metschnikowia kipukae,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,UWOPS 00-669.2,,9147.0,,UWOPS 00-669.2,NCBI,Public,Type,No,158.0,5084.0,Unknown,11235020.0,857426.0,45.13,Unknown,Ser,1660.0,5.0,78.0,16.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
96,784,521,0,True,0.01,5198,37,100,0,1e-08,1e-16,1573,100000,7159,1000,96,2411,50,0,False,kinetic_results_Metschnikowia_lockheadii_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,199.2359960079193,100,784,4211,954,Metschnikowia_lockheadii,True,0.01,100,7329,0,63,1457,0,0,none,85,10,954,3596,42,1,8113,154.0,Metschnikowia_lockheadii,Metschnikowia lochheadii,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,UWOPS 99-661.1,,,,UWOPS 99-661.1,NCBI,Public,Allotype,No,2140.0,6718.0,Unknown,19755431.0,76145.0,42.16,Unknown,Ser,1663.0,5.0,70.0,21.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
99,753,524,0,True,0.01,4516,41,103,0,1e-08,1e-16,1538,100000,6326,1000,99,2045,50,0,False,kinetic_results_Metschnikowia_matae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,163.73706197738647,103,753,4127,813,Metschnikowia_matae,True,0.01,103,6386,0,63,1232,0,0,none,86,10,813,3549,42,1,7139,155.0,Metschnikowia_matae,Metschnikowia matae var. matae,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,UFMG-CM-Y391,Y-63735,13987.0,,UFMG-CM-Y391,NCBI,Public,Allotype,No,2664.0,7279.0,Unknown,21331602.0,79549.0,40.9,Unknown,Ser,1660.0,5.0,72.0,22.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
99,752,565,0,True,0.01,5222,32,103,0,1e-08,1e-16,1539,100000,6439,1000,99,2257,50,0,False,kinetic_results_Metschnikowia_matae_maris_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,163.59208393096924,103,752,4130,885,Metschnikowia_matae_maris,True,0.01,103,6572,0,63,1372,0,0,none,81,10,885,3548,42,1,7324,156.0,Metschnikowia_matae_maris,Metschnikowia matae var. maris,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,UFMG-CM-Y397,Y-63737,13985.0,,UFMG-CM-Y397,NCBI,Public,Type,No,2377.0,7336.0,Unknown,21177031.0,136917.0,41.17,Unknown,Ser,1664.0,6.0,72.0,17.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
99,783,576,0,True,0.01,5722,28,108,0,1e-08,1e-16,1546,100000,7341,1000,99,2510,50,0,False,kinetic_results_Metschnikowia_mauinuiana_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,161.60364294052124,108,783,4012,1020,Metschnikowia_mauinuiana,True,0.01,108,7578,0,63,1490,0,0,none,74,10,1020,3460,42,1,8361,157.0,Metschnikowia_mauinuiana,Metschnikowia mauinuiana,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,UWOPS 04-190.1,,,,UWOPS 04-190.1,NCBI,Public,Type,No,270.0,6060.0,Unknown,17273017.0,210934.0,43.89,Unknown,Ser,1658.0,5.0,76.0,20.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
94,770,515,0,True,0.01,5102,24,98,0,1e-08,1e-16,1540,100000,7017,1000,94,2333,50,0,False,kinetic_results_Metschnikowia_proteae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,161.45313787460327,98,770,4120,996,Metschnikowia_proteae,True,0.01,98,7243,0,63,1337,0,0,none,95,10,996,3530,42,1,8013,158.0,Metschnikowia_proteae,Metschnikowia proteae,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,EBD-T1Y1,,,,EBD-T1Y1,NCBI,Public,Type,No,731.0,5184.0,Unknown,12406250.0,414643.0,48.51,Unknown,Ser,1677.0,4.0,60.0,18.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
98,792,794,0,True,0.01,17934,117,102,0,1e-08,1e-16,1573,100000,6986,1000,98,8519,50,0,False,kinetic_results_Metschnikowia_santaceciliae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,217.8792788982392,102,792,4181,2508,Metschnikowia_santaceciliae,True,0.01,102,8702,0,63,6011,0,0,none,84,10,2508,3580,42,1,9494,159.0,Metschnikowia_santaceciliae,Metschnikowia santaceciliae,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,UWOPS 01-517a1,,,,UWOPS 01-517a1,NCBI,Public,Type,No,704.0,6489.0,Unknown,20387451.0,75181.0,43.34,Unknown,Ser,1657.0,7.0,72.0,23.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
99,759,521,0,True,0.01,4654,38,105,0,1e-08,1e-16,1519,100000,6609,1000,99,2121,50,0,False,kinetic_results_Metschnikowia_shivogae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,153.45020699501038,105,759,3951,919,Metschnikowia_shivogae,True,0.01,105,6769,0,63,1202,0,0,none,58,10,919,3421,42,1,7528,160.0,Metschnikowia_shivogae,Metschnikowia shivogae,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,UWOPS 04-310.1,,,,UWOPS 04-310.1,NCBI,Public,Type,No,93.0,4902.0,Unknown,10722219.0,536006.0,49.93,Unknown,Ser,1674.0,5.0,60.0,20.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
95,755,534,0,True,0.01,4570,21,99,0,1e-08,1e-16,1504,100000,5369,1000,95,2082,50,0,False,kinetic_results_Metschnikowia_similis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,176.21596503257751,99,755,3915,749,Metschnikowia_similis,True,0.01,99,5363,0,63,1333,0,0,none,59,10,749,3383,42,1,6118,161.0,Metschnikowia_similis,Metschnikowia similis,,CUG-Ser1,Metschnikowiaceae,Metschnikowia,UWOPS 03-133.4,,,,UWOPS 03-133.4,NCBI,Public,Allotype,No,1440.0,5654.0,Unknown,17261052.0,110123.0,48.72,Unknown,Ser,1645.0,7.0,83.0,24.0,"Lachance MA, et al. A stable phylogeny of the large-spored Metschnikowia clade. Yeast. 2016 Jul;33(7):261-75. doi: 10.1002/yea.3163. Epub 2016 May 10.",
102,752,527,0,True,0.01,4172,37,103,0,1e-08,1e-16,1494,100000,6265,1000,102,1870,50,0,False,kinetic_results_Meyerozyma_guilliermondii_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,144.34580612182617,103,752,3867,760,Meyerozyma_guilliermondii,True,0.01,103,6273,0,63,1110,0,0,none,86,10,760,3435,42,1,7025,162.0,Meyerozyma_guilliermondii,Meyerozyma guilliermondii,,CUG-Ser1,Debaryomycetaceae,Meyerozyma,ATCC 6260,Y-324,566.0,1539.0,ATCC 6260,NCBI,Public,Anamorph,Yes,9.0,5010.0,Unknown,10609954.0,1701016.0,43.76,Unknown,Ser,1698.0,4.0,44.0,13.0,"Butler G, et al. Evolution of pathogenicity and sexual reproduction in eight Candida genomes. Nature 459, 657–662 (2009).",
106,758,502,0,True,0.01,5040,38,110,0,1e-08,1e-16,1517,100000,6990,1000,106,2293,50,0,False,kinetic_results_Millerozyma_acaciae_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,155.80468201637268,110,758,3945,947,Millerozyma_acaciae,True,0.01,110,7179,0,63,1346,0,0,none,96,10,947,3437,42,1,7937,163.0,Millerozyma_acaciae,Millerozyma acaciae,,CUG-Ser1,Debaryomycetaceae,Millerozyma,JCM 10732,Y-7117,5656.0,10732.0,,GCA_001600675.1,NBRP/RIKEN,Reference,No,10.0,4893.0,See Supplementary Methods,11065882.0,1450032.0,41.43,Unknown,Ser,1709.0,5.0,38.0,7.0,This study,
94,671,450,0,True,0.01,3288,20,98,0,1e-08,1e-16,1369,100000,5376,1000,94,1524,50,0,False,kinetic_results_Nadsonia_fulvescens_var_elongata_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,128.62704992294312,98,671,3631,514,Nadsonia_fulvescens_var_elongata,True,0.01,98,5219,0,63,1010,0,0,none,69,10,514,3206,42,1,5890,21.0,Nadsonia_fulvescens_var_elongata,Nadsonia fulvescens var. elongata,,Dipodascaceae/Trichomonascaceae,Dipodascaceae,Nadsonia,DSMZ 6958,,,1632.0,DSMZ 6958,JGI,Public,Reference,No,20.0,5861.0,Unknown,13746944.0,1627684.0,39.25,Unknown,Leu,1594.0,59.0,81.0,25.0,"Riley R, et al. Comparative genomics of biotechnologically important yeasts. Proc Natl Acad Sci USA 113:9882-7 (2016).",
104,723,438,0,True,0.01,3492,18,108,0,1e-08,1e-16,1522,100000,6417,1000,104,1689,50,0,False,kinetic_results_Nakaseomyces_bacillisporus_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,154.48570919036865,108,723,4088,769,Nakaseomyces_bacillisporus,True,0.01,108,6463,0,63,920,0,0,none,51,10,769,3524,42,1,7186,284.0,Nakaseomyces_bacillisporus,Nakaseomyces bacillisporus,,Saccharomycetaceae,Saccharomycetaceae,Nakaseomyces,CBS 7720,Y-17846,7720.0,,,Genolevures,Public,Type,No,37.0,4844.0,Unknown,11106681.0,811560.0,36.59,Unknown,Leu,1639.0,40.0,47.0,33.0,"Gabaldon T, et al. Comparative genomics of emerging pathogens in the Candida glabrata clade. BMC Genomics. 2013;14:623. ",
116,771,500,0,True,0.01,3738,31,122,0,1e-08,1e-16,1597,100000,6658,1000,116,1796,50,0,False,kinetic_results_Nakaseomyces_bracarensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,161.22078204154968,122,771,4270,668,Nakaseomyces_bracarensis,True,0.01,122,6555,0,63,1128,0,0,none,60,10,668,3692,42,1,7326,285.0,Nakaseomyces_bracarensis,Candida bracarensis,,Saccharomycetaceae,Saccharomycetaceae,Candida,CBS 10154,Y-48270,10154.0,,,Genolevures,Public,Type,No,40.0,5432.0,Unknown,12413499.0,758652.0,36.13,Unknown,Leu,1647.0,51.0,39.0,22.0,"Gabaldon T, et al. Comparative genomics of emerging pathogens in the Candida glabrata clade. BMC Genomics. 2013;14:623. ",
91,703,468,0,True,0.01,3322,25,95,0,1e-08,1e-16,1466,100000,6240,1000,91,1582,50,0,False,kinetic_results_Nakaseomyces_castellii_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,143.09690189361572,95,703,3984,687,Nakaseomyces_castellii,True,0.01,95,6224,0,63,895,0,0,none,64,10,687,3467,42,1,6927,286.0,Nakaseomyces_castellii,Candida castellii,,Saccharomycetaceae,Saccharomycetaceae,Candida,CBS 4332,Y-17070,4332.0,9550.0,,Genolevures,Public,Type,No,36.0,4689.0,Unknown,10286478.0,1252849.0,40.86,Unknown,Leu,1601.0,30.0,78.0,50.0,"Gabaldon T, et al. Comparative genomics of emerging pathogens in the Candida glabrata clade. BMC Genomics. 2013;14:623. ",
105,764,483,0,True,0.01,3798,25,109,0,1e-08,1e-16,1575,100000,6595,1000,105,1802,50,0,False,kinetic_results_Nakaseomyces_delphensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,190.45051884651184,109,764,4230,731,Nakaseomyces_delphensis,True,0.01,109,6562,0,63,1071,0,0,none,57,10,731,3665,42,1,7326,287.0,Nakaseomyces_delphensis,Nakaseomyces delphensis,,Saccharomycetaceae,Saccharomycetaceae,Nakaseomyces,CBS 2170,Y-2379,2170.0,,,Genolevures,Public,Type,Yes,30.0,5105.0,Unknown,10969104.0,1014225.0,38.87,Unknown,Leu,1641.0,52.0,43.0,23.0,"Gabaldon T, et al. Comparative genomics of emerging pathogens in the Candida glabrata clade. BMC Genomics. 2013;14:623. ",
113,766,529,0,True,0.01,6374,61,118,0,1e-08,1e-16,1585,100000,6921,1000,113,2810,50,0,False,kinetic_results_Nakaseomyces_nivariensis_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,169.43094301223755,118,766,4247,710,Nakaseomyces_nivariensis,True,0.01,118,6865,0,63,2100,0,0,none,99,10,710,3674,42,1,7631,288.0,Nakaseomyces_nivariensis,Candida nivariensis,,Saccharomycetaceae,Saccharomycetaceae,Candida,CBS 9983,Y-48269,9983.0,,,Genolevures,Public,Type,No,29.0,5206.0,Unknown,11687903.0,879194.0,36.86,Unknown,Leu,1648.0,55.0,37.0,19.0,"Gabaldon T, et al. Comparative genomics of emerging pathogens in the Candida glabrata clade. BMC Genomics. 2013;14:623. ",
107,796,547,0,True,0.01,5186,39,108,0,1e-08,1e-16,1606,100000,7139,1000,107,2364,50,0,False,kinetic_results_Nakazawaea_peltata_42_100000_cv0p01_samples1000_transitivitytrue_tol_10.jld2,1,173.6966290473938,108,796,4286,870,Nakazawaea_peltata,True,0.01,108,7213,0,63,1494,0,0,none,52,10,870,3678,42,1,8009,56.0,Nakazawaea_peltata,Nakazawaea peltata,,CUG-Ala,Saccharomycetales incertae sedis,Nakazawaea,JCM 9829,Y-6888,5576.0,9829.0,,GCA_001599355.1,NBRP/RIKEN,Type,No,11.0,5458.0,See Supplementary Methods,11653826.0,1221263.0,40.61,Unknown,Ala,1628.0,3.0,99.0,29.0,This study,
